frame,y,x,bottom,right,class,class_str,score
1.0,0.38178977,0.6369532,0.5384718,0.72089094,73,laptop,0.70452356
1.0,0.36820412,0.459387,0.67642784,0.58967,62,chair,0.59441835
1.0,0.2827189,0.4480207,0.3441534,0.51752347,73,laptop,0.54727113
1.0,0.07623045,0.10071001,0.3160888,0.1871672,1,person,0.54451734
1.0,0.20351143,0.82587796,0.34042478,0.8994654,62,chair,0.5272969
1.0,0.7327049,0.15880224,0.9938654,0.33267638,73,laptop,0.49836254
1.0,0.6159623,0.6962582,0.89079815,0.83090556,62,chair,0.4897585
1.0,0.86047137,0.19511409,0.998067,0.3128632,76,keyboard,0.48823455
1.0,0.3927272,0.68015766,0.6760561,0.8207859,1,person,0.48229945
1.0,0.45359048,0.09663961,0.7509705,0.23090097,1,person,0.47076774
1.0,0.39561123,0.6706583,0.83898073,0.82351714,1,person,0.4125052
1.0,0.5837523,0.61907864,0.69822264,0.7144362,73,laptop,0.41027707
1.0,0.19190331,0.34459543,0.23059352,0.39125067,84,book,0.4010901
1.0,0.27955633,0.05284384,0.5097749,0.16710307,1,person,0.40042385
1.0,0.6135818,0.6402055,0.9544482,0.8381599,62,chair,0.38758755
1.0,0.0010382235,0.71382743,0.17469211,0.8061344,72,tv,0.38693345
1.0,0.80197924,0.38895702,0.98610896,0.5109373,84,book,0.3670764
1.0,0.69366735,0.067306206,0.99766153,0.32804704,73,laptop,0.36597902
1.0,0.26473644,0.37308657,0.349135,0.44905996,73,laptop,0.35079098
1.0,0.29069114,0.054657172,0.5114425,0.166729,62,chair,0.33443904
1.0,0.6850136,0.0450634,0.8417128,0.26850635,62,chair,0.33352697
1.0,0.08703874,0.25186637,0.1551696,0.30321863,73,laptop,0.32809514
1.0,0.37588292,0.19479711,0.49478984,0.26080444,84,book,0.3270837
1.0,0.086282015,0.25325823,0.14598675,0.29449517,72,tv,0.3254997
1.0,0.36596626,0.7007781,0.4274754,0.7430421,84,book,0.31938457
1.0,0.35619044,0.0007821135,0.43720108,0.037162736,62,chair,0.31000274
1.0,0.8573786,0.30422756,0.901433,0.337243,74,mouse,0.30647832
1.0,0.587711,0.63110906,0.6661992,0.6959023,84,book,0.30417132
1.0,0.5837523,0.61907864,0.69822264,0.7144362,84,book,0.30006373
2.0,0.3816925,0.6370294,0.53851384,0.7208295,73,laptop,0.7001729
2.0,0.36887664,0.4592703,0.67885953,0.5906442,62,chair,0.60029376
2.0,0.20349446,0.82534325,0.33836845,0.899253,62,chair,0.55190617
2.0,0.07625917,0.10032214,0.31633338,0.18737175,1,person,0.5476847
2.0,0.2827118,0.44801688,0.3441552,0.51752025,73,laptop,0.54639107
2.0,0.39317876,0.68015164,0.67422396,0.82150036,1,person,0.48981616
2.0,0.73357475,0.15952009,0.9933561,0.33367866,73,laptop,0.48895025
2.0,0.61659634,0.6952718,0.89066195,0.82948655,62,chair,0.48793444
2.0,0.8601363,0.19505686,0.99827206,0.3134051,76,keyboard,0.47557998
2.0,0.4541022,0.09693568,0.7515619,0.23145527,1,person,0.44906524
2.0,0.39580816,0.67112494,0.8400759,0.8235645,1,person,0.41477582
2.0,0.58363307,0.61920995,0.69842374,0.7144957,73,laptop,0.40661794
2.0,0.27978688,0.052837007,0.5100462,0.16724291,1,person,0.4020719
2.0,0.19189692,0.3446171,0.23061302,0.39126226,84,book,0.40114072
2.0,0.0010218099,0.71404964,0.17416415,0.8063237,72,tv,0.39336592
2.0,0.61500204,0.6421565,0.9550965,0.836926,62,chair,0.3802245
2.0,0.6947183,0.063865975,0.99826175,0.3299693,73,laptop,0.3680607
2.0,0.8016211,0.38877776,0.9863117,0.5107586,84,book,0.3636713
2.0,0.26470494,0.37298518,0.3492887,0.44914305,73,laptop,0.35341036
2.0,0.6855548,0.04563713,0.84109634,0.2679461,62,chair,0.33676142
2.0,0.29091567,0.054517057,0.5116777,0.16711012,62,chair,0.32840294
2.0,0.37556747,0.19465554,0.4948853,0.26089603,84,book,0.3253115
2.0,0.08713731,0.25188935,0.1550652,0.30302972,73,laptop,0.3222406
2.0,0.086333625,0.2532695,0.1458019,0.29438442,72,tv,0.32131505
2.0,0.85737747,0.30420226,0.90151817,0.33724588,74,mouse,0.31806964
2.0,0.36598447,0.70086986,0.4274263,0.74283415,84,book,0.31723708
2.0,0.3560911,0.00077420287,0.43712994,0.037186265,62,chair,0.31083408
2.0,0.5876768,0.63102645,0.66623753,0.6959209,84,book,0.3074386
2.0,0.58363307,0.61920995,0.69842374,0.7144957,84,book,0.3004713
2.0,0.23771326,0.51409644,0.2958671,0.52544945,44,bottle,0.3001956
3.0,0.3815962,0.6370337,0.53867376,0.72083616,73,laptop,0.7023574
3.0,0.3684187,0.4593739,0.6801411,0.59013826,62,chair,0.5972438
3.0,0.28270227,0.4479905,0.34409273,0.5175145,73,laptop,0.54462814
3.0,0.20361787,0.8254688,0.33794755,0.8991456,62,chair,0.54100746
3.0,0.07640761,0.100452736,0.31692594,0.1872745,1,person,0.53501576
3.0,0.39197028,0.680069,0.6756916,0.8216086,1,person,0.4962421
3.0,0.6166109,0.6951094,0.8909211,0.82992154,62,chair,0.49445105
3.0,0.74192625,0.15894502,0.9936684,0.3338593,73,laptop,0.46869242
3.0,0.8601919,0.19501758,0.9983185,0.31348312,76,keyboard,0.46640614
3.0,0.45346278,0.0967895,0.75142246,0.2315883,1,person,0.45184174
3.0,0.39461243,0.6710586,0.83534825,0.82339495,1,person,0.4076076
3.0,0.2784418,0.05261955,0.5101798,0.16727392,1,person,0.40508172
3.0,0.5837106,0.6193018,0.6978279,0.7143314,73,laptop,0.4046609
3.0,0.19187842,0.34459475,0.23064794,0.39126053,84,book,0.40086272
3.0,0.0010072514,0.7138328,0.17508444,0.8056062,72,tv,0.38763523
3.0,0.6145125,0.6419292,0.95438117,0.83713216,62,chair,0.3838849
3.0,0.69992673,0.061407566,0.9981133,0.3311848,73,laptop,0.35992533
3.0,0.8021633,0.38885918,0.98630124,0.5099241,84,book,0.35857415
3.0,0.6849022,0.045613572,0.8401536,0.27060163,62,chair,0.35332912
3.0,0.26465788,0.3729568,0.34945312,0.44918966,73,laptop,0.3493126
3.0,0.28894302,0.054614805,0.5119395,0.16677868,62,chair,0.3340128
3.0,0.37580186,0.19477944,0.49479038,0.26079357,84,book,0.3239061
3.0,0.087234095,0.2519796,0.15527248,0.30359185,73,laptop,0.32232612
3.0,0.36584455,0.7007607,0.42752635,0.74296296,84,book,0.31992546
3.0,0.85736936,0.30414328,0.90155107,0.33723024,74,mouse,0.3178686
3.0,0.08639434,0.25332162,0.14572161,0.29439178,72,tv,0.3157761
3.0,0.5877257,0.63107073,0.6661959,0.6959084,84,book,0.31093103
3.0,0.35615474,0.0007829387,0.43716162,0.037183546,62,chair,0.307594
3.0,0.23775312,0.5141078,0.29586056,0.525488,44,bottle,0.3028649
3.0,0.5837106,0.6193018,0.6978279,0.7143314,84,book,0.30266574
4.0,0.38165912,0.6369748,0.53863543,0.7208308,73,laptop,0.70352113
4.0,0.36920652,0.45958737,0.6803827,0.59024215,62,chair,0.5963225
4.0,0.20360671,0.8253666,0.33860475,0.8991028,62,chair,0.54703677
4.0,0.28267992,0.44800645,0.34410632,0.51751244,73,laptop,0.5414382
4.0,0.07834458,0.102448,0.32319573,0.18830924,1,person,0.53215754
4.0,0.39293718,0.68018115,0.6758921,0.8214973,1,person,0.49463448
4.0,0.6168393,0.6965131,0.89035034,0.8304114,62,chair,0.48294574
4.0,0.7359405,0.15997803,0.99451107,0.33337134,73,laptop,0.48256317
4.0,0.4532383,0.096179724,0.751833,0.23149198,1,person,0.46460906
4.0,0.8596717,0.1949943,0.99834704,0.31383726,76,keyboard,0.46221358
4.0,0.39446336,0.6717574,0.839392,0.8236664,1,person,0.41107497
4.0,0.58369523,0.6192911,0.6982202,0.71447426,73,laptop,0.407979
4.0,0.27953997,0.052570116,0.5101688,0.16731313,1,person,0.40460807
4.0,0.1918909,0.3446027,0.23063332,0.39126724,84,book,0.40061367
4.0,0.0009202957,0.7139376,0.17443916,0.80621976,72,tv,0.39143786
4.0,0.6148297,0.64054835,0.95400697,0.83771145,62,chair,0.37969875
4.0,0.6841788,0.044443563,0.83913183,0.2678519,62,chair,0.3634889
4.0,0.8024101,0.3891519,0.9859439,0.509565,84,book,0.36259213
4.0,0.6999627,0.062412366,0.9985376,0.3290456,73,laptop,0.35734993
4.0,0.26465094,0.3729682,0.34944147,0.44914126,73,laptop,0.34755927
4.0,0.29051328,0.054452848,0.51188177,0.16702166,62,chair,0.3283691
4.0,0.37586287,0.19477366,0.4947538,0.26078057,84,book,0.32456234
4.0,0.36582693,0.70076805,0.4274651,0.742968,84,book,0.32211554
4.0,0.087264314,0.25199395,0.15531668,0.30365342,73,laptop,0.3217901
4.0,0.85732687,0.30418995,0.9015285,0.33720335,74,mouse,0.3175851
4.0,0.08641613,0.25332728,0.14568144,0.29433987,72,tv,0.31338453
4.0,0.5876689,0.63102424,0.66620827,0.695927,84,book,0.31010938
4.0,0.35605508,0.0007801391,0.43716294,0.03719807,62,chair,0.30821866
4.0,0.23762475,0.5140847,0.29590708,0.5254909,44,bottle,0.30361232
4.0,0.67607754,0.12719342,0.82778543,0.27372506,62,chair,0.30262554
4.0,0.58369523,0.6192911,0.6982202,0.71447426,84,book,0.30143857
4.0,0.25971943,0.12746389,0.4011951,0.19664635,73,laptop,0.30110145
5.0,0.3817119,0.6370433,0.53847003,0.7208126,73,laptop,0.7016649
5.0,0.3685249,0.4596491,0.6802379,0.5900837,62,chair,0.5958744
5.0,0.20354015,0.8254072,0.33860433,0.89911133,62,chair,0.5434794
5.0,0.28265494,0.44799596,0.344131,0.5174969,73,laptop,0.5433574
5.0,0.0784122,0.10256848,0.32247937,0.18827692,1,person,0.53361523
5.0,0.6160029,0.6966502,0.8895823,0.83069485,62,chair,0.49314016
5.0,0.39263612,0.6803157,0.67595345,0.8215205,1,person,0.49078235
5.0,0.85973376,0.19520137,0.99818236,0.31330958,76,keyboard,0.4716857
5.0,0.4534092,0.09591991,0.7509053,0.23157099,1,person,0.4677628
5.0,0.7437256,0.16073449,0.9936549,0.333032,73,laptop,0.46364582
5.0,0.39480245,0.6715687,0.83781755,0.82367474,1,person,0.409118
5.0,0.58370066,0.6191815,0.6987083,0.7146127,73,laptop,0.40755606
5.0,0.2788143,0.052698143,0.5101605,0.16725957,1,person,0.4050789
5.0,0.19189341,0.34459713,0.23062064,0.3912486,84,book,0.4008254
5.0,0.0009520203,0.7138156,0.17461847,0.8059189,72,tv,0.39404553
5.0,0.6135605,0.6396898,0.95251006,0.8378695,62,chair,0.38002753
5.0,0.80213326,0.3890071,0.9863873,0.50964254,84,book,0.36512646
5.0,0.68434584,0.044855177,0.8410678,0.2724722,62,chair,0.351558
5.0,0.2646459,0.3729664,0.34939453,0.44915408,73,laptop,0.34671533
5.0,0.2895149,0.05468873,0.5117871,0.16683814,62,chair,0.33563453
5.0,0.37564412,0.19472964,0.49485955,0.26085597,84,book,0.3263448
5.0,0.3658687,0.7007604,0.42759717,0.74287015,84,book,0.3214389
5.0,0.08725478,0.25198105,0.1552579,0.30351642,73,laptop,0.3194925
5.0,0.6975975,0.063832685,0.9974667,0.32792306,73,laptop,0.31757945
5.0,0.08641301,0.25332454,0.14567329,0.2943084,72,tv,0.31375602
